Trabajador;Cédula;Fecha;Entrada;Salida;Minutos Tarde;Observación
Cristian Sierra;51720814;2025-02-22;07:44;15:39;14;Tarde
David Morales;22569254;2025-02-01;08:16;16:46;46;Tarde
Santiago Puerta;29040101;2025-08-28;08:29;16:22;59;Tarde
Santiago Puerta;78077136;2025-05-15;07:38;15:50;8;Tarde
Samuel Bernal;65671249;2025-08-22;08:06;16:05;36;Tarde
Samuel Bernal;25527633;2025-02-11;08:11;15:51;41;Tarde
Ana Torres;98332637;2025-08-05;08:07;15:44;37;Tarde
Harrison Rengifo;32562945;2025-08-12;08:21;16:36;51;Tarde
Cristian Sierra;22714613;2025-04-10;08:08;16:22;38;Tarde
Laura Gomez;20713003;2025-07-26;07:55;15:49;25;Tarde
Harrison Rengifo;41394831;2025-08-05;08:05;15:36;35;Tarde
Laura Gomez;75571088;2025-08-01;08:22;15:54;52;Tarde
Harrison Rengifo;22149074;2025-02-18;08:10;16:30;40;Tarde
Harrison Rengifo;10610396;2025-01-19;08:08;15:48;38;Tarde
Samuel Bernal;74360976;2025-04-12;07:48;15:27;18;Tarde
Cristian Sierra;93919065;2025-02-25;07:41;15:36;11;Tarde
David Morales;30596392;2025-02-24;07:41;15:55;11;Tarde
Carlos Perez;19588570;2025-04-10;07:45;15:36;15;Tarde
David Morales;98026917;2025-01-08;07:52;16:03;22;Tarde
Laura Gomez;13784793;2025-01-06;07:32;15:40;2;Tarde
Samuel Bernal;29182636;2025-02-25;07:31;15:02;1;Tarde
Sebastian Garcia;85128007;2025-02-15;07:47;15:27;17;Tarde
David Morales;89175477;2025-01-27;08:25;16:40;55;Tarde
Laura Gomez;98877695;2025-01-27;07:32;15:28;2;Tarde
Cristian Sierra;55530710;2025-06-04;07:59;16:03;29;Tarde
Santiago Puerta;91613354;2025-07-01;08:05;15:59;35;Tarde
Maria Sanchez;74377521;2025-08-09;08:21;16:41;51;Tarde
Samuel Bernal;31930343;2025-06-29;08:00;16:21;30;Tarde
David Morales;96355013;2025-01-17;07:46;15:29;16;Tarde
Samuel Bernal;67563992;2025-03-21;07:59;15:44;29;Tarde
Laura Gomez;51582828;2025-02-11;08:11;16:12;41;Tarde
Harrison Rengifo;62845060;2025-06-28;07:46;15:57;16;Tarde
Samuel Bernal;77554464;2025-04-26;07:52;15:57;22;Tarde
Samuel Bernal;35207466;2025-06-29;08:02;15:34;32;Tarde
Carlos Perez;24832079;2025-01-31;08:08;15:53;38;Tarde
Carlos Perez;95971874;2025-04-20;07:40;15:26;10;Tarde
Santiago Puerta;84716302;2025-07-14;08:30;16:23;60;Tarde
Carlos Perez;72238816;2025-05-01;07:30;15:52;0;-
Maria Sanchez;31992482;2025-05-13;07:39;16:05;9;Tarde
Samuel Bernal;98689966;2025-07-25;07:37;15:37;7;Tarde
David Morales;93385900;2025-02-06;08:28;16:07;58;Tarde
Carlos Perez;54959940;2025-06-01;08:19;16:45;49;Tarde
Samuel Bernal;71809155;2025-04-30;07:52;15:32;22;Tarde
Carlos Perez;31259037;2025-08-15;07:57;16:02;27;Tarde
Cristian Sierra;98101400;2025-07-02;07:50;16:20;20;Tarde
Samuel Bernal;11349648;2025-05-16;07:57;16:10;27;Tarde
Ana Torres;52067102;2025-08-25;07:56;16:21;26;Tarde
Maria Sanchez;10891746;2025-01-02;08:05;15:56;35;Tarde
David Morales;66223326;2025-04-11;07:31;15:21;1;Tarde
Santiago Puerta;45289333;2025-08-16;07:30;15:52;0;-
Ana Torres;40344110;2025-07-12;07:53;16:03;23;Tarde
Santiago Puerta;36211232;2025-07-02;08:20;15:54;50;Tarde
Harrison Rengifo;45816871;2025-04-07;08:12;15:51;42;Tarde
Laura Gomez;96407272;2025-03-06;07:51;16:09;21;Tarde
Laura Gomez;27978198;2025-03-28;07:54;16:15;24;Tarde
Carlos Perez;14554502;2025-02-23;08:11;16:02;41;Tarde
Laura Gomez;91617073;2025-04-01;07:37;15:39;7;Tarde
Harrison Rengifo;98384199;2025-04-27;08:18;16:02;48;Tarde
Laura Gomez;51939229;2025-06-25;07:39;15:26;9;Tarde
Santiago Puerta;10574150;2025-07-12;07:38;15:38;8;Tarde
Sebastian Garcia;16674132;2025-03-27;07:45;16:02;15;Tarde
Laura Gomez;52977990;2025-05-14;08:25;16:39;55;Tarde
Maria Sanchez;28235819;2025-03-02;07:49;15:28;19;Tarde
Cristian Sierra;63464488;2025-02-01;08:06;16:16;36;Tarde
Laura Gomez;58921866;2025-01-22;08:06;16:09;36;Tarde
Samuel Bernal;36626050;2025-06-13;07:38;15:33;8;Tarde
Cristian Sierra;10916906;2025-06-08;07:58;16:23;28;Tarde
Maria Sanchez;50775065;2025-04-06;07:45;15:44;15;Tarde
Maria Sanchez;21875184;2025-08-29;08:03;15:38;33;Tarde
Laura Gomez;28427980;2025-01-29;08:05;15:40;35;Tarde
Carlos Perez;77839384;2025-05-21;08:16;16:46;46;Tarde
Cristian Sierra;66452728;2025-03-08;08:03;16:20;33;Tarde
Santiago Puerta;89503791;2025-06-17;08:04;16:11;34;Tarde
Maria Sanchez;36931761;2025-01-13;07:54;15:59;24;Tarde
Laura Gomez;72941219;2025-04-18;07:37;15:19;7;Tarde
Laura Gomez;93401209;2025-06-02;08:06;16:07;36;Tarde
Samuel Bernal;92825494;2025-02-24;08:01;16:22;31;Tarde
Laura Gomez;27693212;2025-06-17;08:16;15:57;46;Tarde
David Morales;78928515;2025-06-17;08:14;15:56;44;Tarde
Santiago Puerta;50665128;2025-01-11;08:28;16:56;58;Tarde
Santiago Puerta;59201001;2025-01-13;07:51;16:12;21;Tarde
Harrison Rengifo;98555163;2025-08-16;07:51;15:52;21;Tarde
Maria Sanchez;54281808;2025-04-12;07:35;15:30;5;Tarde
Samuel Bernal;36127559;2025-07-05;07:33;15:23;3;Tarde
Sebastian Garcia;74758566;2025-06-06;08:12;15:43;42;Tarde
Carlos Perez;22359903;2025-01-03;08:13;16:00;43;Tarde
Laura Gomez;63499826;2025-03-28;08:12;16:24;42;Tarde
Harrison Rengifo;19237008;2025-06-21;07:59;15:58;29;Tarde
Laura Gomez;16718320;2025-04-02;07:47;15:30;17;Tarde
Ana Torres;71666699;2025-03-15;07:53;15:56;23;Tarde
David Morales;30349033;2025-06-29;08:00;15:36;30;Tarde
Carlos Perez;21886492;2025-01-16;07:30;15:51;0;-
Samuel Bernal;75372034;2025-03-29;08:30;16:08;60;Tarde
Santiago Puerta;47778549;2025-03-01;07:57;15:55;27;Tarde
Ana Torres;77217219;2025-06-13;08:04;16:02;34;Tarde
Carlos Perez;98619155;2025-03-26;07:58;16:26;28;Tarde
Cristian Sierra;14201920;2025-02-26;07:42;15:12;12;Tarde
David Morales;40865393;2025-02-27;08:09;15:43;39;Tarde
Carlos Perez;96947237;2025-02-01;08:07;15:51;37;Tarde
Laura Gomez;68870042;2025-06-27;08:29;16:49;59;Tarde
Harrison Rengifo;30174060;2025-07-21;08:09;16:06;39;Tarde
Ana Torres;11013405;2025-08-16;08:29;16:25;59;Tarde
Santiago Puerta;56553742;2025-03-28;08:29;16:12;59;Tarde
Ana Torres;29860583;2025-02-26;07:32;15:05;2;Tarde
Santiago Puerta;28538566;2025-06-15;07:49;15:47;19;Tarde
David Morales;24663104;2025-02-03;07:34;15:14;4;Tarde
Santiago Puerta;16100824;2025-03-19;07:50;15:59;20;Tarde
Laura Gomez;48136061;2025-02-01;07:59;16:28;29;Tarde
Sebastian Garcia;67739471;2025-01-25;07:43;16:10;13;Tarde
David Morales;31774914;2025-08-14;08:09;15:53;39;Tarde
Maria Sanchez;39912969;2025-04-23;07:32;15:41;2;Tarde
Carlos Perez;13305662;2025-01-18;07:48;15:27;18;Tarde
Maria Sanchez;96159786;2025-05-08;08:04;15:43;34;Tarde
Laura Gomez;31000501;2025-08-22;07:54;15:52;24;Tarde
Ana Torres;59622763;2025-06-16;07:50;15:21;20;Tarde
Samuel Bernal;97725956;2025-07-27;08:04;15:51;34;Tarde
David Morales;35086565;2025-06-04;08:22;16:11;52;Tarde
Santiago Puerta;12946014;2025-04-25;07:30;15:52;0;-
Sebastian Garcia;16063794;2025-01-24;07:55;15:37;25;Tarde
Santiago Puerta;38212141;2025-02-16;07:54;16:21;24;Tarde
Laura Gomez;76586005;2025-05-08;08:29;16:10;59;Tarde
Ana Torres;97692641;2025-03-29;08:01;16:21;31;Tarde
Samuel Bernal;21371272;2025-04-14;08:09;15:57;39;Tarde
Maria Sanchez;39585721;2025-03-19;07:55;15:28;25;Tarde
Santiago Puerta;49241415;2025-01-07;07:59;15:57;29;Tarde
Carlos Perez;38647107;2025-03-13;07:38;15:49;8;Tarde
Cristian Sierra;47489720;2025-03-03;07:48;15:25;18;Tarde
Carlos Perez;46107724;2025-05-08;07:49;15:50;19;Tarde
Sebastian Garcia;45794662;2025-03-19;07:39;15:31;9;Tarde
Santiago Puerta;94380472;2025-06-06;08:06;15:59;36;Tarde
Santiago Puerta;32281574;2025-06-19;08:01;16:04;31;Tarde
Laura Gomez;61829665;2025-01-04;08:11;16:41;41;Tarde
Laura Gomez;76113308;2025-06-14;08:13;15:47;43;Tarde
David Morales;44011922;2025-05-21;08:29;16:49;59;Tarde
Harrison Rengifo;55220498;2025-05-26;07:31;15:54;1;Tarde
Maria Sanchez;24676568;2025-06-06;07:36;15:22;6;Tarde
Sebastian Garcia;46706334;2025-05-09;08:07;16:04;37;Tarde
Maria Sanchez;61812327;2025-02-28;08:05;16:18;35;Tarde
Sebastian Garcia;19524058;2025-07-03;07:32;15:12;2;Tarde
Cristian Sierra;86018062;2025-01-03;07:51;15:51;21;Tarde
Laura Gomez;82225215;2025-03-02;07:56;16:09;26;Tarde
David Morales;16688026;2025-07-27;08:19;16:23;49;Tarde
Sebastian Garcia;92026950;2025-04-05;07:57;15:36;27;Tarde
Ana Torres;50668129;2025-03-16;08:18;15:52;48;Tarde
Carlos Perez;44292831;2025-04-23;08:29;16:51;59;Tarde
Santiago Puerta;29984373;2025-03-03;08:02;16:05;32;Tarde
Ana Torres;68745399;2025-05-26;07:32;15:35;2;Tarde
David Morales;57452420;2025-01-05;08:26;16:10;56;Tarde
Carlos Perez;61108020;2025-04-16;07:54;15:46;24;Tarde
Maria Sanchez;34749609;2025-03-10;07:51;15:26;21;Tarde
Laura Gomez;32454581;2025-03-14;07:47;16:01;17;Tarde
Ana Torres;83165593;2025-02-07;07:51;15:55;21;Tarde
Harrison Rengifo;29034057;2025-08-14;07:51;15:31;21;Tarde
Maria Sanchez;26763231;2025-06-18;08:12;16:35;42;Tarde
Samuel Bernal;13095123;2025-06-12;08:01;16:17;31;Tarde
Ana Torres;58459125;2025-04-17;07:35;15:38;5;Tarde
Ana Torres;68080531;2025-03-22;08:00;16:21;30;Tarde
Harrison Rengifo;70186268;2025-05-28;08:07;16:35;37;Tarde
Laura Gomez;37796624;2025-08-03;08:14;15:45;44;Tarde
Laura Gomez;24701414;2025-06-04;08:01;15:48;31;Tarde
Samuel Bernal;25262194;2025-08-12;08:18;15:52;48;Tarde
Samuel Bernal;44619631;2025-03-18;08:02;16:02;32;Tarde
David Morales;73612687;2025-02-15;07:33;15:46;3;Tarde
David Morales;12074479;2025-01-31;07:30;15:49;0;-
Samuel Bernal;89310136;2025-04-10;07:43;15:48;13;Tarde
Samuel Bernal;14768004;2025-01-12;08:26;16:53;56;Tarde
Maria Sanchez;73346392;2025-06-13;08:00;16:28;30;Tarde
Maria Sanchez;58114960;2025-07-20;07:32;15:37;2;Tarde
Laura Gomez;41729571;2025-05-17;08:09;15:41;39;Tarde
Sebastian Garcia;51703435;2025-05-09;08:11;16:40;41;Tarde
Santiago Puerta;21665750;2025-04-28;08:16;16:43;46;Tarde
Laura Gomez;39454608;2025-02-10;08:11;16:36;41;Tarde
Ana Torres;26032412;2025-03-07;08:07;16:31;37;Tarde
Carlos Perez;39655951;2025-02-18;07:51;15:52;21;Tarde
Cristian Sierra;38437802;2025-02-23;08:10;16:16;40;Tarde
Carlos Perez;99699229;2025-06-04;07:40;15:29;10;Tarde
Ana Torres;95608165;2025-05-07;07:40;15:28;10;Tarde
Laura Gomez;35844416;2025-03-17;07:35;15:59;5;Tarde
Cristian Sierra;25144745;2025-06-17;08:07;15:58;37;Tarde
Laura Gomez;31446152;2025-04-16;07:41;15:56;11;Tarde
David Morales;19569617;2025-07-05;08:14;15:45;44;Tarde
Harrison Rengifo;62827753;2025-08-09;08:15;16:11;45;Tarde
Carlos Perez;47561071;2025-07-08;08:11;16:23;41;Tarde
David Morales;92738592;2025-04-17;08:01;15:58;31;Tarde
Samuel Bernal;99616948;2025-06-19;08:00;16:20;30;Tarde
Maria Sanchez;95439318;2025-01-29;07:42;15:15;12;Tarde
David Morales;34674263;2025-03-10;07:35;15:29;5;Tarde
Maria Sanchez;24505884;2025-08-24;08:15;16:27;45;Tarde
Ana Torres;75671794;2025-01-22;08:30;16:33;60;Tarde
Sebastian Garcia;94395175;2025-07-31;08:22;16:44;52;Tarde
Ana Torres;89159279;2025-03-03;08:13;16:22;43;Tarde
Sebastian Garcia;68240267;2025-08-16;07:57;15:43;27;Tarde
Sebastian Garcia;31199986;2025-08-27;07:47;16:00;17;Tarde
Sebastian Garcia;50283100;2025-08-10;08:29;16:51;59;Tarde
Ana Torres;72628646;2025-08-11;07:47;16:08;17;Tarde
David Morales;26861469;2025-01-14;07:58;16:14;28;Tarde
Samuel Bernal;81030595;2025-02-10;08:29;16:57;59;Tarde
Maria Sanchez;22525188;2025-01-17;07:56;15:48;26;Tarde
Samuel Bernal;33372555;2025-06-23;08:06;15:55;36;Tarde
Santiago Puerta;42877626;2025-01-12;07:44;16:12;14;Tarde
Ana Torres;70013235;2025-02-26;07:36;15:41;6;Tarde
Carlos Perez;70062742;2025-07-08;07:31;15:43;1;Tarde
Laura Gomez;47227735;2025-06-29;08:02;16:24;32;Tarde
Ana Torres;54694469;2025-08-02;08:02;15:51;32;Tarde
Carlos Perez;22657062;2025-03-29;07:44;15:43;14;Tarde
David Morales;12513630;2025-04-20;08:27;16:06;57;Tarde
Samuel Bernal;65867160;2025-01-13;08:09;16:01;39;Tarde
David Morales;98138046;2025-07-03;07:51;15:51;21;Tarde
Cristian Sierra;52943454;2025-07-16;08:04;15:52;34;Tarde
Carlos Perez;21374646;2025-04-24;07:58;16:26;28;Tarde
Maria Sanchez;80437113;2025-04-26;07:48;15:46;18;Tarde
Harrison Rengifo;26019704;2025-04-05;07:35;15:08;5;Tarde
Ana Torres;67722344;2025-02-04;07:53;15:25;23;Tarde
Carlos Perez;96495825;2025-08-08;07:30;15:49;0;-
David Morales;22066269;2025-05-24;07:51;16:08;21;Tarde
Ana Torres;50205118;2025-07-05;08:24;15:57;54;Tarde
Carlos Perez;36991312;2025-06-18;08:25;16:45;55;Tarde
Laura Gomez;58343212;2025-01-18;08:04;15:39;34;Tarde
Laura Gomez;69088076;2025-07-03;07:35;15:09;5;Tarde
Carlos Perez;32732852;2025-02-18;08:28;16:01;58;Tarde
Harrison Rengifo;50419865;2025-01-09;08:10;16:31;40;Tarde
Samuel Bernal;25607909;2025-04-12;07:49;16:03;19;Tarde
Maria Sanchez;97871457;2025-06-11;08:02;16:07;32;Tarde
Carlos Perez;19510750;2025-03-07;08:12;15:44;42;Tarde
Carlos Perez;67095732;2025-01-04;07:47;15:19;17;Tarde
Santiago Puerta;66267526;2025-04-24;07:43;15:41;13;Tarde
Samuel Bernal;68614219;2025-05-08;08:03;16:31;33;Tarde
Carlos Perez;65566219;2025-02-25;08:16;16:31;46;Tarde
Sebastian Garcia;49461469;2025-03-27;08:04;16:22;34;Tarde
Sebastian Garcia;36261231;2025-06-05;07:35;15:46;5;Tarde
Sebastian Garcia;60997724;2025-04-29;07:43;15:18;13;Tarde
Laura Gomez;59027639;2025-01-02;07:43;15:46;13;Tarde
Samuel Bernal;68019464;2025-03-09;07:31;15:52;1;Tarde
Carlos Perez;58688597;2025-03-15;07:59;15:55;29;Tarde
Cristian Sierra;47409294;2025-08-16;07:58;15:30;28;Tarde
Laura Gomez;46149212;2025-05-09;07:45;15:36;15;Tarde
Ana Torres;17770381;2025-03-02;07:32;15:46;2;Tarde
Cristian Sierra;43078769;2025-04-23;08:26;16:38;56;Tarde
Laura Gomez;74522775;2025-02-14;07:57;15:46;27;Tarde
Harrison Rengifo;19988300;2025-01-12;08:20;16:21;50;Tarde
Ana Torres;41977536;2025-08-15;07:39;15:51;9;Tarde
Santiago Puerta;55111101;2025-06-20;07:33;15:35;3;Tarde
Carlos Perez;60440995;2025-04-25;08:12;16:18;42;Tarde
Harrison Rengifo;95207711;2025-08-11;08:17;16:47;47;Tarde
Carlos Perez;68392814;2025-02-21;07:39;15:51;9;Tarde
Carlos Perez;85326013;2025-01-11;08:04;16:29;34;Tarde
Harrison Rengifo;62657876;2025-07-02;08:01;15:43;31;Tarde
Carlos Perez;30936574;2025-03-30;08:15;16:05;45;Tarde
Harrison Rengifo;94890249;2025-03-11;08:02;15:44;32;Tarde
Maria Sanchez;85097463;2025-03-31;07:40;15:18;10;Tarde
Ana Torres;96998540;2025-06-05;07:33;15:51;3;Tarde
Maria Sanchez;66911036;2025-07-14;07:39;15:55;9;Tarde
Maria Sanchez;88550373;2025-05-25;08:04;16:12;34;Tarde
Sebastian Garcia;66702265;2025-04-30;08:16;16:04;46;Tarde
Carlos Perez;51538858;2025-08-15;08:18;16:25;48;Tarde
Cristian Sierra;72165803;2025-07-01;08:18;16:36;48;Tarde
Harrison Rengifo;95399205;2025-01-01;08:29;16:44;59;Tarde
Cristian Sierra;62714938;2025-03-05;08:19;16:30;49;Tarde
Ana Torres;19562307;2025-01-07;08:01;15:35;31;Tarde
Cristian Sierra;42742456;2025-08-26;08:01;16:30;31;Tarde
Harrison Rengifo;14478978;2025-01-13;08:00;16:05;30;Tarde
Cristian Sierra;18764102;2025-01-29;08:25;16:44;55;Tarde
Laura Gomez;56429990;2025-01-18;08:17;16:45;47;Tarde
Samuel Bernal;77476275;2025-03-03;07:35;15:08;5;Tarde
Ana Torres;80816225;2025-08-18;08:10;15:55;40;Tarde
Samuel Bernal;67596866;2025-03-09;07:33;15:12;3;Tarde
Santiago Puerta;77861297;2025-04-20;07:54;15:30;24;Tarde
Maria Sanchez;73200139;2025-07-11;07:45;15:37;15;Tarde
Samuel Bernal;93797619;2025-01-29;07:35;15:57;5;Tarde
Laura Gomez;20631870;2025-01-29;07:52;16:06;22;Tarde
Laura Gomez;31584070;2025-05-19;08:30;16:37;60;Tarde
Ana Torres;54983785;2025-08-16;08:30;16:07;60;Tarde
Santiago Puerta;40254783;2025-04-09;08:22;16:05;52;Tarde
Harrison Rengifo;68467504;2025-05-09;08:29;16:42;59;Tarde
Carlos Perez;72147624;2025-06-26;07:54;15:24;24;Tarde
Santiago Puerta;57543928;2025-06-15;07:44;16:09;14;Tarde
Ana Torres;83600326;2025-03-17;08:19;16:28;49;Tarde
Maria Sanchez;62330553;2025-05-05;07:37;15:51;7;Tarde
Laura Gomez;67931578;2025-04-07;08:25;16:23;55;Tarde
Sebastian Garcia;35934868;2025-03-31;08:27;16:24;57;Tarde
Harrison Rengifo;75364898;2025-03-19;07:44;16:02;14;Tarde
Sebastian Garcia;45061303;2025-08-15;07:34;15:18;4;Tarde
Cristian Sierra;20416043;2025-07-01;07:43;15:14;13;Tarde
Santiago Puerta;90154778;2025-06-26;07:52;15:54;22;Tarde
Cristian Sierra;29008819;2025-03-15;08:10;16:14;40;Tarde
Sebastian Garcia;36434693;2025-01-17;08:21;15:56;51;Tarde
David Morales;52545958;2025-03-21;07:33;15:25;3;Tarde
Maria Sanchez;51944518;2025-05-18;08:23;16:09;53;Tarde
Maria Sanchez;38623550;2025-06-03;08:12;16:26;42;Tarde
Laura Gomez;90737063;2025-08-19;07:49;16:14;19;Tarde
Carlos Perez;69766315;2025-07-01;08:24;16:21;54;Tarde
Ana Torres;19538107;2025-05-06;08:12;16:01;42;Tarde
Santiago Puerta;82612547;2025-07-29;07:47;15:58;17;Tarde
Harrison Rengifo;43609296;2025-07-26;07:47;16:08;17;Tarde
Maria Sanchez;24322252;2025-03-30;07:52;16:14;22;Tarde
Santiago Puerta;26693420;2025-03-08;08:12;16:17;42;Tarde
Carlos Perez;72399656;2025-06-10;08:30;16:11;60;Tarde
David Morales;14091381;2025-04-22;07:47;15:51;17;Tarde
Santiago Puerta;44104979;2025-02-22;08:13;16:25;43;Tarde
Maria Sanchez;64072624;2025-05-25;07:39;15:20;9;Tarde
Maria Sanchez;47305553;2025-02-16;08:22;16:47;52;Tarde
Santiago Puerta;53147931;2025-05-27;08:04;16:08;34;Tarde
Cristian Sierra;66622728;2025-01-26;08:19;16:00;49;Tarde
Laura Gomez;78198271;2025-06-02;07:55;16:18;25;Tarde
Carlos Perez;44608002;2025-01-22;07:41;15:24;11;Tarde
Samuel Bernal;88035141;2025-03-13;08:18;15:48;48;Tarde
Samuel Bernal;56678000;2025-02-08;07:48;16:11;18;Tarde
Laura Gomez;53398142;2025-07-02;08:19;16:09;49;Tarde
Cristian Sierra;91588462;2025-04-21;08:03;16:22;33;Tarde
Laura Gomez;15308262;2025-07-27;08:26;16:14;56;Tarde
Ana Torres;25654034;2025-04-28;07:59;15:33;29;Tarde
Samuel Bernal;49758449;2025-07-05;08:24;16:31;54;Tarde
Samuel Bernal;65079583;2025-03-11;07:35;15:25;5;Tarde
David Morales;16023245;2025-05-05;07:31;15:11;1;Tarde
Harrison Rengifo;58684549;2025-08-14;07:42;15:52;12;Tarde
Carlos Perez;74313311;2025-02-13;08:24;16:48;54;Tarde
Sebastian Garcia;75121473;2025-02-02;08:09;16:01;39;Tarde
Samuel Bernal;64413832;2025-01-15;08:22;16:40;52;Tarde
Cristian Sierra;24850727;2025-08-05;07:39;15:54;9;Tarde
Santiago Puerta;80063855;2025-02-08;08:08;16:17;38;Tarde
David Morales;89663427;2025-07-17;07:45;15:43;15;Tarde
Samuel Bernal;58814360;2025-08-21;07:57;16:13;27;Tarde
David Morales;43125075;2025-05-02;08:30;16:26;60;Tarde
Harrison Rengifo;72313755;2025-03-18;08:03;15:59;33;Tarde
Harrison Rengifo;12557253;2025-04-11;07:34;15:39;4;Tarde
Cristian Sierra;67820707;2025-07-13;07:45;15:43;15;Tarde
Sebastian Garcia;50377212;2025-04-20;08:08;16:03;38;Tarde
Laura Gomez;34321993;2025-07-18;08:24;15:56;54;Tarde
Sebastian Garcia;42947647;2025-08-08;08:01;16:08;31;Tarde
Harrison Rengifo;84208773;2025-08-09;08:27;16:52;57;Tarde
Harrison Rengifo;59915512;2025-03-04;07:39;15:49;9;Tarde
Cristian Sierra;13478076;2025-08-26;08:27;16:56;57;Tarde
Harrison Rengifo;82625782;2025-04-24;07:44;16:12;14;Tarde
Laura Gomez;97465474;2025-06-04;07:36;15:22;6;Tarde
Carlos Perez;33220589;2025-07-02;07:59;16:29;29;Tarde
Ana Torres;43008892;2025-06-23;08:30;16:27;60;Tarde
Carlos Perez;15042302;2025-02-06;07:39;15:57;9;Tarde
Samuel Bernal;24121321;2025-04-14;07:43;15:17;13;Tarde
Ana Torres;38139495;2025-04-15;08:30;16:59;60;Tarde
Samuel Bernal;67213334;2025-07-05;08:02;16:31;32;Tarde
Maria Sanchez;56652038;2025-07-07;08:22;16:06;52;Tarde
Maria Sanchez;89801805;2025-08-09;08:27;16:25;57;Tarde
David Morales;19153945;2025-01-07;08:27;16:52;57;Tarde
Samuel Bernal;52554955;2025-06-30;08:09;16:18;39;Tarde
Laura Gomez;71229435;2025-06-03;08:05;16:25;35;Tarde
Sebastian Garcia;87334456;2025-04-19;07:32;15:56;2;Tarde
Carlos Perez;59689085;2025-02-01;08:23;16:23;53;Tarde
Cristian Sierra;88903544;2025-05-01;08:05;16:33;35;Tarde
Laura Gomez;26592706;2025-01-01;08:14;16:40;44;Tarde
Maria Sanchez;67518977;2025-07-01;08:24;16:25;54;Tarde
Ana Torres;81605965;2025-06-12;08:03;15:50;33;Tarde
Sebastian Garcia;65034123;2025-03-24;08:23;16:44;53;Tarde
Laura Gomez;67325492;2025-06-01;07:35;15:25;5;Tarde
David Morales;61916031;2025-01-18;07:54;15:36;24;Tarde
Santiago Puerta;17154153;2025-01-15;08:04;15:41;34;Tarde
Carlos Perez;31720188;2025-04-04;07:53;16:22;23;Tarde
Santiago Puerta;59826629;2025-05-02;07:43;15:33;13;Tarde
Sebastian Garcia;95755089;2025-05-16;08:10;15:52;40;Tarde
Laura Gomez;45614596;2025-01-03;07:37;16:07;7;Tarde
Maria Sanchez;86968822;2025-03-13;07:55;16:25;25;Tarde
Carlos Perez;84344987;2025-03-17;07:45;16:03;15;Tarde
Carlos Perez;33641348;2025-06-22;07:58;15:50;28;Tarde
Samuel Bernal;53164668;2025-02-02;07:43;15:44;13;Tarde
Samuel Bernal;86875276;2025-03-08;08:26;16:13;56;Tarde
Laura Gomez;17719766;2025-05-13;08:16;16:20;46;Tarde
Samuel Bernal;54768682;2025-06-22;08:22;16:23;52;Tarde
Laura Gomez;91274238;2025-05-26;07:36;15:08;6;Tarde
Sebastian Garcia;78064471;2025-04-03;07:57;15:52;27;Tarde
Ana Torres;15645985;2025-06-11;08:30;16:53;60;Tarde
David Morales;50368281;2025-05-03;07:47;15:32;17;Tarde
David Morales;46294533;2025-08-22;07:40;15:42;10;Tarde
Santiago Puerta;63133947;2025-08-11;07:38;15:26;8;Tarde
Laura Gomez;99894534;2025-03-19;08:14;15:51;44;Tarde
Sebastian Garcia;85395548;2025-06-19;07:44;15:39;14;Tarde
Maria Sanchez;55494698;2025-05-25;08:19;16:12;49;Tarde
Laura Gomez;65090712;2025-03-31;08:19;16:20;49;Tarde
Cristian Sierra;94787205;2025-06-05;08:22;16:01;52;Tarde
Laura Gomez;36433136;2025-08-11;07:51;15:29;21;Tarde
Sebastian Garcia;81142863;2025-08-23;08:14;16:21;44;Tarde
Santiago Puerta;83304581;2025-04-19;08:14;16:44;44;Tarde
Sebastian Garcia;41852942;2025-04-12;08:16;16:39;46;Tarde
Samuel Bernal;90849579;2025-04-13;07:38;15:11;8;Tarde
Sebastian Garcia;48983070;2025-03-27;08:13;15:44;43;Tarde
Ana Torres;28037729;2025-01-16;08:21;16:34;51;Tarde
Santiago Puerta;97161322;2025-08-26;07:53;16:07;23;Tarde
Harrison Rengifo;45057376;2025-07-20;08:30;16:05;60;Tarde
Santiago Puerta;23646606;2025-05-25;07:58;16:06;28;Tarde
Carlos Perez;17141663;2025-03-11;07:42;15:37;12;Tarde
Ana Torres;70818095;2025-07-27;08:07;16:28;37;Tarde
Harrison Rengifo;40066643;2025-01-07;08:11;16:17;41;Tarde
Maria Sanchez;69086838;2025-07-30;07:41;15:40;11;Tarde
David Morales;32769074;2025-08-09;07:46;15:42;16;Tarde
Santiago Puerta;41276797;2025-05-09;07:45;15:25;15;Tarde
Santiago Puerta;53706170;2025-04-19;07:59;15:58;29;Tarde
Ana Torres;82350297;2025-07-11;08:04;16:10;34;Tarde
Samuel Bernal;20183212;2025-03-19;07:31;15:01;1;Tarde
Santiago Puerta;31336233;2025-08-11;08:03;16:27;33;Tarde
Laura Gomez;54844904;2025-03-05;07:33;16:03;3;Tarde
David Morales;92149813;2025-03-05;08:30;16:51;60;Tarde
David Morales;12899376;2025-01-07;07:52;16:15;22;Tarde
Santiago Puerta;68001763;2025-06-25;07:40;16:04;10;Tarde
Samuel Bernal;84225613;2025-03-19;08:07;16:37;37;Tarde
Sebastian Garcia;87338343;2025-06-03;07:38;15:18;8;Tarde
Maria Sanchez;73777914;2025-07-12;08:16;16:31;46;Tarde
Ana Torres;90134699;2025-04-09;07:58;16:14;28;Tarde
Ana Torres;72199531;2025-02-20;08:20;16:48;50;Tarde
Samuel Bernal;67828815;2025-02-17;07:42;16:00;12;Tarde
